gene size,replicate,genomes gt,genomes inf,runtime_phases_1-3,runtime_phase_4,total_runtime,alpha,gamma
500,2,21,3,0.3803932849987177,14.230314430998988,14.610707715997705,0.5,1.0
500,2,28,1,0.09829553799863788,4.611286995001137,4.709582532999775,1.0,1.0
500,2,34,2,0.21336257299844874,6.948040285999014,7.161402858997462,1.0,0.5
500,2,57,15,5.224485599002946,37.93452745799732,43.159013057000266,1.0,0.25
500,3,13,1,0.10378716000195709,1.8943854239987559,1.998172584000713,0.25,1.0
500,3,13,2,0.19819016700057546,1.977789116997883,2.1759792839984584,0.5,1.0
500,3,57,1,0.12613255500036757,4.114987681001367,4.241120236001734,1.0,1.0
500,3,9,8,1.2551685460020963,0.3404998739970324,1.5956684199991287,1.0,0.5
500,3,24,1,0.1005870179978956,4.649373165000725,4.74996018299862,1.0,0.25
500,4,38,1,0.11233511199679924,9.78470951500276,9.89704462699956,0.25,1.0
500,4,66,8,0.8807192740023311,5.7794263169998885,6.66014559100222,0.5,1.0
500,4,53,12,1.2945637779994286,4.467346762001398,5.761910540000827,1.0,1.0
500,4,58,5,0.8655040740013646,12.21004043799985,13.075544512001215,1.0,0.5
500,4,34,3,0.2749462139981915,13.233415795002657,13.508362009000848,1.0,0.25
500,5,14,2,0.18528765100199962,1.8116498130002583,1.996937464002258,0.25,1.0
500,5,62,7,0.6752778469999612,10.154122471998562,10.829400318998523,0.5,1.0
500,5,16,2,0.19892049999907613,2.646145713999431,2.845066213998507,1.0,1.0
500,5,30,2,0.1904446279986587,3.284858138002164,3.475302766000823,1.0,0.5
500,5,66,5,0.46161924099942553,6.311007299002085,6.772626540001511,1.0,0.25
550,1,30,2,0.261904474999028,11.726983226999437,11.988887701998465,0.25,1.0
550,1,49,22,11.526696552999056,13.031567330999678,24.558263883998734,0.5,1.0
550,1,48,3,0.3953419970021059,16.028318631997536,16.42366062899964,1.0,1.0
550,1,17,3,0.3290694809984416,3.723793237000791,4.052862717999233,1.0,0.5
550,1,2,3,0.39693909200286726,0.23006158600037452,0.6270006780032418,1.0,0.25
550,2,56,15,2.8885480200005986,13.37581588499961,16.26436390500021,0.25,1.0
550,2,3,3,0.4923261080002703,0.21283854099965538,0.7051646489999257,0.5,1.0
550,2,9,2,0.2188632969991886,1.3192203090002295,1.538083605999418,1.0,1.0
550,2,8,2,0.355014429998846,1.2988694480009144,1.6538838779997604,1.0,0.5
550,2,41,4,0.8509503360000963,44.775289760000305,45.6262400960004,1.0,0.25
550,3,48,37,27.780220344000554,6.655550769999536,34.43577111400009,0.25,1.0
550,3,62,10,1.363721056997747,12.037285125003109,13.401006182000856,0.5,1.0
550,3,3,2,0.2700728310010163,0.48884396399807883,0.7589167949990951,1.0,1.0
550,3,27,6,0.8814944959995046,2.211258142000588,3.0927526380000927,1.0,0.5
550,3,12,2,0.2599998420009797,3.0883537429981516,3.3483535849991313,1.0,0.25
550,4,29,4,0.6621927569976833,15.499494496001716,16.1616872529994,0.25,1.0
550,4,63,5,1.0381286949996138,17.731857594000758,18.76998628900037,0.5,1.0
550,4,6,1,0.11875274200065178,1.2970511749990692,1.415803916999721,1.0,1.0
550,4,8,2,0.34283698099898174,1.5533262749995629,1.8961632559985446,1.0,0.5
550,4,5,3,0.4352106790029211,0.8579958149966842,1.2932064939996053,1.0,0.25
550,5,38,5,0.6424981490017672,6.098729672998161,6.741227821999928,0.25,1.0
550,5,16,1,0.11874706199887441,3.520668064000347,3.6394151259992213,0.5,1.0
550,5,49,2,0.24145192600190057,11.887128425998526,12.128580352000427,1.0,1.0
550,5,30,14,5.145598922001227,7.744526094000321,12.890125016001548,1.0,0.5
550,5,51,15,2.971689938000054,7.508674025000801,10.480363963000855,1.0,0.25
600,1,28,1,0.14471219000188285,6.7696348520003085,6.914347042002191,0.25,1.0
600,1,16,1,0.12156704899825854,3.198846413000865,3.3204134619991237,0.5,1.0
600,1,34,2,0.2611371329985559,4.717353990999982,4.978491123998538,1.0,1.0
600,1,22,18,6.257813544998498,1.3157860050014278,7.573599549999926,1.0,0.5
600,1,68,6,1.1215758130019822,41.89333966100094,43.01491547400292,1.0,0.25
600,2,6,6,1.7020852850000665,0.28340617299909354,1.98549145799916,0.25,1.0
600,2,51,2,0.44077637800000957,44.01947979000033,44.46025616800034,0.5,1.0
600,2,60,4,0.7452830129986978,19.14505218100021,19.890335193998908,1.0,1.0
600,2,41,1,0.12292165100006969,5.002396851999947,5.125318503000017,1.0,0.5
600,2,64,1,0.14651141200010898,10.022326031001285,10.168837443001394,1.0,0.25
600,3,54,21,6.924020548001863,3.137127303998568,10.061147852000431,0.25,1.0
600,3,29,14,4.100420745002339,2.1181933309999295,6.218614076002268,0.5,1.0
600,3,51,4,0.7757882860023528,74.61330849499791,75.38909678100026,1.0,1.0
