simulated_k51_l1000_74,SEQ_2,MST_27,SEQ_1,SEQ_14,MST_30,simulated_k51_l1000_81,SEQ_13,SEQ_31,simulated_k51_l1000_88,MST_42,SEQ_28,simulated_k51_l1000_89,MST_8,simulated_k51_l1000_92,SEQ_24,MST_9,SEQ_42,simulated_k51_l1000_37,simulated_k51_l1000_61,simulated_k51_l1000_86,SEQ_48,simulated_k51_l1000_64,MST_25,simulated_k51_l1000_34,simulated_k51_l1000_22,SEQ_29,SEQ_6,MST_13,simulated_k51_l1000_87,simulated_k51_l1000_67,SEQ_37,MST_2,MST_48,SEQ_33,MST_26,simulated_k51_l1000_94,simulated_k51_l1000_32,SEQ_15,MST_6,SEQ_20,simulated_k51_l1000_93,SEQ_49,simulated_k51_l1000_70,simulated_k51_l1000_44,simulated_k51_l1000_48,SEQ_51,SEQ_7,SEQ_43,SEQ_21,simulated_k51_l1000_80,MST_17,MST_44,simulated_k51_l1000_69,MST_1,SEQ_30,simulated_k51_l1000_49,SEQ_8,MST_39,simulated_k51_l1000_30,simulated_k51_l1000_72,simulated_k51_l1000_42,simulated_k51_l1000_82,MST_22,MST_38,MST_10,SEQ_22,SEQ_44,MST_21,MST_32,SEQ_12,SEQ_35,SEQ_41,simulated_k51_l1000_24,SEQ_47,SEQ_5,simulated_k51_l1000_46,SEQ_32,simulated_k51_l1000_57,MST_52,SEQ_38,simulated_k51_l1000_100,SEQ_40,simulated_k51_l1000_90,MST_45,SEQ_4,SEQ_26,MST_11,simulated_k51_l1000_54,simulated_k51_l1000_52,SEQ_9,SEQ_34,MST_5,simulated_k51_l1000_51,simulated_k51_l1000_95,MST_12,simulated_k51_l1000_71,MST_24,simulated_k51_l1000_84,simulated_k51_l1000_58,MST_47,SEQ_18,simulated_k51_l1000_98,SEQ_25,MST_53,MST_18,simulated_k51_l1000_50,MST_20,MST_33,SEQ_11,SEQ_10,SEQ_50,simulated_k51_l1000_68,SEQ_36,MST_14,MST_28,simulated_k51_l1000_78,SEQ_17,simulated_k51_l1000_66,MST_40,MST_41,SEQ_19,MST_19,SEQ_39,simulated_k51_l1000_96,MST_23,simulated_k51_l1000_73,MST_36,MST_43,SEQ_27,SEQ_23,SEQ_16,MST_37,MST_49,SEQ_45,MST_15,MST_35,MST_4,MST_34,MST_46,SEQ_0,SEQ_46,SEQ_3,simulated_k51_l1000_91,simulated_k51_l1000_62,MST_50,MST_31,simulated_k51_l1000_76,MST_7,simulated_k51_l1000_38,simulated_k51_l1000_99,MST_29,MST_3,MST_16,simulated_k51_l1000_10,MST_51
,73.0,21.0,102.0,1.0,21.0,,1.0,29.0,,30.0,21.0,,,,21.0,,30.0,,,,30.0,,21.0,,,28.0,22.0,,,,29.0,,30.0,29.0,21.0,,,1.0,,8.0,,30.0,,,,98.0,16.0,30.0,12.0,,0.0,30.0,,,29.0,,11.0,29.0,,,,,8.0,29.0,,20.0,30.0,7.0,29.0,3.0,29.0,30.0,,30.0,24.0,,29.0,,80.0,29.0,,29.0,,30.0,32.0,21.0,,,,11.0,29.0,,,,,,17.0,,,30.0,7.0,,21.0,82.0,1.0,,7.0,29.0,6.0,8.0,30.0,,29.0,,21.0,,8.0,,29.0,29.0,8.0,6.0,29.0,,8.0,,29.0,30.0,21.0,21.0,1.0,29.0,30.0,30.0,,29.0,,29.0,30.0,162.0,30.0,39.0,,,30.0,24.0,,,,,21.0,,,,30.0
,97.0,,127.0,30.0,,,30.0,0.0,,,11.0,,,,11.0,,0.0,,,,0.0,,,,,1.0,48.0,,,,0.0,,0.0,0.0,,,,30.0,,23.0,,0.0,,,,115.0,43.0,0.0,20.0,,,0.0,,,0.0,,38.0,,,,,,,,,12.0,0.0,,,32.0,0.0,0.0,,0.0,49.0,,0.0,,96.0,0.0,,0.0,,0.0,55.0,11.0,,,,38.0,0.0,,,,,,,,,0.0,24.0,,11.0,98.0,,,,,36.0,36.0,0.0,,0.0,,,,24.0,,,,23.0,,0.0,,,,,,11.0,11.0,32.0,,0.0,0.0,,,,,0.0,185.0,0.0,64.0,,,0.0,,,,,,,,,,0.0
16.0,89.0,33.0,118.0,30.0,33.0,59.0,30.0,22.0,49.0,22.0,33.0,9.0,46.0,47.0,33.0,41.0,22.0,,,10.0,22.0,,33.0,,,23.0,44.0,31.0,50.0,,22.0,78.0,22.0,22.0,33.0,24.0,,30.0,53.0,23.0,24.0,22.0,9.0,,,99.0,37.0,22.0,24.0,15.0,30.0,22.0,0.0,21.0,22.0,,32.0,22.0,,54.0,,60.0,23.0,22.0,33.0,32.0,22.0,24.0,22.0,28.0,22.0,22.0,,22.0,44.0,,22.0,,90.0,22.0,13.0,22.0,9.0,22.0,47.0,33.0,31.0,,,32.0,22.0,72.0,,51.0,32.0,56.0,29.0,45.0,,22.0,24.0,13.0,33.0,87.0,32.0,,23.0,22.0,32.0,32.0,22.0,,22.0,29.0,33.0,52.0,24.0,,22.0,22.0,23.0,26.0,22.0,51.0,23.0,16.0,22.0,22.0,33.0,33.0,32.0,22.0,22.0,22.0,29.0,22.0,106.0,22.0,22.0,169.0,22.0,56.0,49.0,,22.0,28.0,55.0,44.0,,13.0,33.0,147.0,30.0,,22.0
,95.0,12.0,124.0,29.0,12.0,,29.0,1.0,,1.0,12.0,,48.0,,12.0,44.0,1.0,,,,1.0,,12.0,,,2.0,46.0,33.0,,,1.0,71.0,1.0,1.0,12.0,,,29.0,58.0,21.0,,1.0,,,,112.0,41.0,1.0,19.0,,28.0,1.0,,0.0,1.0,,36.0,1.0,,,,,21.0,1.0,37.0,13.0,1.0,22.0,1.0,31.0,1.0,1.0,,1.0,47.0,,1.0,,94.0,1.0,,1.0,,1.0,53.0,12.0,35.0,,,36.0,1.0,78.0,,,34.0,,16.0,,,1.0,22.0,,12.0,97.0,30.0,,22.0,1.0,34.0,34.0,1.0,,1.0,31.0,12.0,,23.0,,1.0,1.0,21.0,25.0,1.0,,21.0,,1.0,1.0,12.0,12.0,30.0,1.0,1.0,1.0,30.0,1.0,113.0,1.0,1.0,182.0,1.0,62.0,,,1.0,7.0,,50.0,,,12.0,154.0,29.0,,1.0
,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,114.0,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
48.0,87.0,21.0,112.0,38.0,21.0,29.0,38.0,30.0,37.0,30.0,21.0,47.0,43.0,29.0,21.0,38.0,30.0,,50.0,48.0,30.0,51.0,21.0,,,29.0,41.0,35.0,40.0,52.0,30.0,72.0,30.0,30.0,21.0,52.0,,36.0,51.0,31.0,52.0,30.0,47.0,,,100.0,36.0,30.0,28.0,47.0,37.0,30.0,50.0,31.0,30.0,0.0,35.0,30.0,,42.0,,30.0,31.0,30.0,34.0,20.0,30.0,32.0,30.0,40.0,30.0,30.0,,30.0,44.0,,30.0,37.0,85.0,30.0,45.0,30.0,47.0,30.0,46.0,21.0,36.0,41.0,23.0,36.0,30.0,70.0,24.0,39.0,33.0,42.0,23.0,25.0,37.0,30.0,32.0,45.0,21.0,85.0,38.0,11.0,32.0,30.0,36.0,33.0,30.0,50.0,30.0,38.0,21.0,40.0,33.0,47.0,30.0,30.0,31.0,33.0,30.0,39.0,31.0,48.0,30.0,30.0,21.0,21.0,38.0,30.0,30.0,30.0,39.0,30.0,103.0,30.0,30.0,165.0,30.0,56.0,29.0,48.0,30.0,25.0,25.0,47.0,,45.0,21.0,139.0,38.0,,30.0
,,,,12.0,,,12.0,37.0,,,30.0,,,,30.0,,38.0,,,,38.0,,,,,36.0,,,,,37.0,,,37.0,,,,11.0,,17.0,,38.0,,,,93.0,,38.0,21.0,,,,,,37.0,,0.0,,,,,,,,,29.0,38.0,,,10.0,37.0,38.0,,38.0,,,37.0,,,37.0,,37.0,,,,30.0,,,,1.0,37.0,,,,,,,,,,16.0,,30.0,,,,,,6.0,3.0,38.0,,37.0,,,,17.0,,,,17.0,,37.0,,,,,,30.0,30.0,10.0,,,38.0,,,,,,,38.0,,,,,,,,,,,,,,
,96.0,,126.0,30.0,,,30.0,0.0,,0.0,11.0,,,,11.0,,0.0,,,,0.0,,,,,1.0,47.0,,,,0.0,,0.0,0.0,,,,30.0,,22.0,,0.0,,,,114.0,42.0,0.0,20.0,,,0.0,,,0.0,,37.0,0.0,,,,,,,,12.0,0.0,,,32.0,0.0,0.0,,0.0,48.0,,0.0,,95.0,0.0,,0.0,,0.0,54.0,11.0,,,,37.0,0.0,,,,,,,,,0.0,23.0,,11.0,97.0,,,,,35.0,35.0,0.0,,0.0,,,,24.0,,0.0,0.0,22.0,,0.0,,,,,0.0,11.0,11.0,31.0,,0.0,0.0,,,,,0.0,184.0,0.0,63.0,,,0.0,,,,,,,,,,0.0
26.0,92.0,39.0,120.0,34.0,39.0,65.0,34.0,28.0,55.0,28.0,39.0,23.0,49.0,53.0,39.0,47.0,28.0,54.0,66.0,24.0,28.0,27.0,39.0,16.0,,29.0,48.0,39.0,56.0,28.0,28.0,82.0,28.0,28.0,39.0,16.0,17.0,36.0,55.0,29.0,16.0,28.0,23.0,51.0,58.0,100.0,43.0,28.0,30.0,25.0,34.0,28.0,26.0,27.0,28.0,56.0,40.0,28.0,0.0,60.0,25.0,66.0,29.0,28.0,41.0,38.0,28.0,30.0,28.0,36.0,28.0,28.0,,28.0,48.0,66.0,28.0,53.0,86.0,28.0,23.0,28.0,23.0,28.0,48.0,39.0,39.0,57.0,61.0,40.0,28.0,74.0,64.0,57.0,40.0,62.0,35.0,51.0,55.0,28.0,30.0,23.0,39.0,90.0,36.0,59.0,29.0,28.0,40.0,40.0,28.0,26.0,28.0,37.0,39.0,58.0,30.0,25.0,28.0,28.0,29.0,30.0,28.0,57.0,29.0,26.0,28.0,28.0,39.0,39.0,36.0,28.0,28.0,28.0,35.0,28.0,108.0,28.0,28.0,165.0,28.0,58.0,55.0,64.0,28.0,34.0,61.0,45.0,60.0,23.0,39.0,145.0,34.0,,28.0
50.0,89.0,21.0,107.0,28.0,21.0,49.0,28.0,32.0,21.0,32.0,21.0,51.0,41.0,37.0,21.0,36.0,32.0,,,52.0,32.0,,21.0,,,31.0,39.0,32.0,24.0,,32.0,86.0,32.0,32.0,21.0,56.0,,26.0,54.0,31.0,56.0,32.0,,,,99.0,40.0,32.0,30.0,51.0,26.0,32.0,,33.0,32.0,,35.0,32.0,,0.0,,50.0,31.0,32.0,36.0,22.0,32.0,30.0,32.0,30.0,32.0,32.0,,32.0,42.0,,32.0,,80.0,32.0,49.0,32.0,51.0,32.0,49.0,21.0,34.0,,,35.0,32.0,74.0,,17.0,32.0,,25.0,33.0,,32.0,30.0,49.0,21.0,85.0,26.0,,30.0,32.0,33.0,32.0,32.0,,32.0,30.0,21.0,18.0,31.0,,32.0,32.0,31.0,31.0,32.0,17.0,31.0,52.0,32.0,32.0,21.0,21.0,26.0,32.0,32.0,32.0,29.0,32.0,96.0,32.0,32.0,160.0,32.0,58.0,37.0,,32.0,25.0,45.0,45.0,,49.0,21.0,134.0,28.0,,32.0
13.0,87.0,32.0,116.0,29.0,32.0,58.0,29.0,21.0,48.0,21.0,32.0,14.0,42.0,46.0,32.0,38.0,21.0,,59.0,15.0,21.0,20.0,32.0,,,22.0,39.0,30.0,49.0,21.0,21.0,74.0,21.0,21.0,32.0,23.0,,29.0,50.0,22.0,23.0,21.0,14.0,44.0,51.0,100.0,34.0,21.0,23.0,12.0,29.0,21.0,17.0,20.0,21.0,47.0,33.0,21.0,,53.0,0.0,59.0,22.0,21.0,33.0,31.0,21.0,23.0,21.0,27.0,21.0,21.0,,21.0,41.0,61.0,21.0,46.0,87.0,21.0,10.0,21.0,14.0,21.0,46.0,32.0,32.0,50.0,54.0,33.0,21.0,70.0,57.0,50.0,31.0,55.0,28.0,44.0,48.0,21.0,23.0,10.0,32.0,92.0,31.0,50.0,22.0,21.0,31.0,31.0,21.0,19.0,21.0,28.0,32.0,51.0,23.0,10.0,21.0,21.0,22.0,25.0,21.0,50.0,22.0,13.0,21.0,21.0,32.0,32.0,31.0,21.0,21.0,21.0,28.0,21.0,105.0,21.0,21.0,171.0,21.0,54.0,48.0,57.0,21.0,27.0,54.0,44.0,,10.0,32.0,146.0,29.0,,21.0
,79.0,29.0,103.0,48.0,29.0,,48.0,38.0,45.0,38.0,29.0,57.0,53.0,37.0,29.0,48.0,38.0,,,58.0,38.0,,29.0,,,37.0,51.0,45.0,48.0,,38.0,80.0,38.0,38.0,29.0,62.0,,46.0,66.0,41.0,62.0,38.0,,,,99.0,46.0,38.0,38.0,,47.0,38.0,,39.0,38.0,,45.0,38.0,,,,0.0,41.0,38.0,44.0,30.0,38.0,42.0,38.0,50.0,38.0,38.0,,38.0,54.0,,38.0,,84.0,38.0,55.0,38.0,57.0,38.0,61.0,29.0,46.0,,,46.0,38.0,73.0,,47.0,43.0,,33.0,33.0,,38.0,42.0,55.0,29.0,83.0,48.0,,42.0,38.0,46.0,43.0,38.0,,38.0,48.0,29.0,,43.0,,38.0,38.0,41.0,43.0,38.0,47.0,41.0,,38.0,38.0,29.0,29.0,48.0,38.0,38.0,38.0,49.0,38.0,91.0,38.0,38.0,158.0,38.0,72.0,37.0,,38.0,33.0,,57.0,,55.0,29.0,134.0,48.0,,38.0
,79.0,12.0,108.0,10.0,12.0,,10.0,22.0,,23.0,12.0,,,,12.0,,23.0,,,,23.0,,12.0,,,21.0,28.0,,,,22.0,,23.0,22.0,12.0,,,8.0,,0.0,,23.0,,,,102.0,22.0,23.0,3.0,,,23.0,,,22.0,,17.0,22.0,,,,,0.0,22.0,,11.0,23.0,,22.0,12.0,22.0,23.0,,23.0,31.0,,22.0,,86.0,22.0,,22.0,,23.0,37.0,12.0,,,,17.0,22.0,,,,,,8.0,,,23.0,1.0,,12.0,88.0,,,,22.0,15.0,15.0,23.0,,22.0,,12.0,,1.0,,22.0,22.0,0.0,,22.0,,0.0,,22.0,23.0,12.0,12.0,8.0,22.0,23.0,23.0,,22.0,,22.0,23.0,168.0,23.0,46.0,,,23.0,16.0,,,,,12.0,,,,23.0
,96.0,,126.0,30.0,,,30.0,0.0,,0.0,11.0,,,,11.0,,0.0,,,,0.0,,,,,1.0,47.0,,,,0.0,,0.0,0.0,,,,30.0,,22.0,,0.0,,,,114.0,42.0,0.0,20.0,,,0.0,,,0.0,,37.0,0.0,,,,,,0.0,,12.0,0.0,,,32.0,0.0,0.0,,0.0,48.0,,0.0,,95.0,0.0,,0.0,,0.0,54.0,11.0,,,,37.0,0.0,,,,,,,,,0.0,23.0,,11.0,97.0,,,,,35.0,35.0,0.0,,0.0,,,,24.0,,0.0,0.0,22.0,,0.0,,,,,0.0,11.0,11.0,31.0,,0.0,0.0,,,,,0.0,184.0,0.0,63.0,,,0.0,,,,,,,,,,0.0
,65.0,31.0,97.0,13.0,31.0,,13.0,38.0,,39.0,31.0,,,,31.0,,39.0,,,,39.0,,31.0,,,37.0,11.0,5.0,,,38.0,,39.0,38.0,31.0,,,12.0,,18.0,,39.0,,,,91.0,3.0,39.0,22.0,,12.0,39.0,,,38.0,,1.0,38.0,,,,,18.0,38.0,0.0,30.0,39.0,17.0,38.0,11.0,38.0,39.0,,39.0,12.0,,38.0,,74.0,38.0,,38.0,,39.0,20.0,31.0,2.0,,,2.0,38.0,,,,3.0,,26.0,,,39.0,17.0,,31.0,79.0,11.0,,17.0,38.0,7.0,3.0,39.0,,38.0,10.0,31.0,,18.0,,38.0,38.0,18.0,16.0,38.0,,18.0,,38.0,39.0,31.0,31.0,11.0,38.0,39.0,39.0,12.0,38.0,,38.0,39.0,156.0,39.0,33.0,,,39.0,33.0,,,,,31.0,,13.0,,39.0
,,,,,,,,12.0,,,1.0,,,,1.0,,12.0,,,,12.0,,,,,11.0,,,,,12.0,,,12.0,,,,,,,,12.0,,,,108.0,,12.0,,,,,,,12.0,,,,,,,,,,,0.0,12.0,,,,12.0,12.0,,12.0,,,12.0,,,12.0,,12.0,,,,1.0,,,,,12.0,,,,,,,,,,,,1.0,,,,,,,,12.0,,12.0,,,,,,,,,,12.0,,,,,,1.0,1.0,,,,12.0,,,,,,,12.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,115.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
,79.0,13.0,108.0,9.0,13.0,,9.0,23.0,,24.0,13.0,,,,13.0,,24.0,,,,24.0,,13.0,,,22.0,27.0,,,,23.0,,24.0,23.0,13.0,,,7.0,,1.0,,24.0,,,,102.0,21.0,24.0,4.0,,,24.0,,,23.0,,16.0,23.0,,,,,1.0,23.0,,12.0,24.0,0.0,23.0,11.0,23.0,24.0,,24.0,30.0,,23.0,,86.0,23.0,,23.0,,24.0,36.0,13.0,,,,16.0,23.0,,,,,,9.0,,,24.0,0.0,,13.0,88.0,,,,23.0,14.0,14.0,24.0,,23.0,,13.0,,0.0,,23.0,23.0,1.0,,23.0,,1.0,,23.0,24.0,13.0,13.0,7.0,23.0,24.0,24.0,,23.0,,23.0,24.0,168.0,24.0,45.0,,,24.0,17.0,,,,,13.0,,,,24.0
,96.0,,126.0,30.0,,,30.0,0.0,,0.0,11.0,,,,11.0,,0.0,,,,0.0,,,,,1.0,47.0,,,,0.0,,0.0,0.0,,,,30.0,,22.0,,0.0,,,,114.0,42.0,0.0,20.0,,,0.0,,,0.0,,37.0,0.0,,,,,,0.0,,12.0,0.0,,0.0,32.0,0.0,0.0,,0.0,48.0,,0.0,,95.0,0.0,,0.0,,0.0,54.0,11.0,,,,37.0,0.0,,,,,,,,,0.0,23.0,,11.0,97.0,,,,0.0,35.0,35.0,0.0,,0.0,,,,24.0,,0.0,0.0,22.0,,0.0,,,,0.0,0.0,11.0,11.0,31.0,0.0,0.0,0.0,,0.0,,0.0,0.0,184.0,0.0,63.0,,,0.0,,,,,,,,,,0.0
,,,,2.0,,,2.0,32.0,,,25.0,,,,25.0,,32.0,,,,32.0,,,,,31.0,,,,,32.0,,,32.0,,,,4.0,,12.0,,32.0,,,,98.0,,32.0,16.0,,,,,,32.0,,,,,,,,,,,24.0,32.0,,,0.0,32.0,32.0,,32.0,,,32.0,,,32.0,,32.0,,,,25.0,,,,,32.0,,,,,,,,,,11.0,,25.0,,,,,,,,32.0,,32.0,,,,12.0,,,,12.0,,32.0,,,,,,25.0,25.0,5.0,,,32.0,,,,,,,32.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,114.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,115.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
48.0,85.0,19.0,112.0,26.0,19.0,47.0,26.0,28.0,19.0,28.0,19.0,47.0,42.0,35.0,19.0,39.0,28.0,18.0,20.0,48.0,28.0,51.0,19.0,50.0,,27.0,42.0,30.0,22.0,52.0,28.0,80.0,28.0,28.0,19.0,52.0,51.0,24.0,55.0,29.0,52.0,28.0,47.0,35.0,22.0,102.0,36.0,28.0,28.0,47.0,24.0,28.0,50.0,29.0,28.0,40.0,31.0,28.0,56.0,24.0,49.0,48.0,29.0,28.0,32.0,20.0,28.0,28.0,28.0,28.0,28.0,28.0,0.0,28.0,43.0,50.0,28.0,17.0,82.0,28.0,45.0,28.0,47.0,28.0,50.0,19.0,30.0,23.0,45.0,31.0,28.0,70.0,46.0,21.0,30.0,26.0,23.0,31.0,19.0,28.0,28.0,45.0,19.0,88.0,24.0,43.0,28.0,28.0,31.0,30.0,28.0,50.0,28.0,28.0,19.0,22.0,29.0,47.0,28.0,28.0,29.0,29.0,28.0,21.0,29.0,48.0,28.0,28.0,19.0,19.0,24.0,28.0,28.0,28.0,27.0,28.0,101.0,28.0,28.0,165.0,28.0,59.0,35.0,18.0,28.0,22.0,43.0,46.0,24.0,45.0,19.0,140.0,26.0,,28.0
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25.0,,,25.0,48.0,,,43.0,,,,43.0,,49.0,,,,49.0,,,,,47.0,3.0,,,,48.0,,,48.0,,,,25.0,,31.0,,49.0,,,,85.0,10.0,49.0,35.0,,,,,,48.0,,13.0,,,,,,,,,42.0,49.0,,,23.0,48.0,49.0,,49.0,0.0,,48.0,,,48.0,,48.0,,,,43.0,,,,14.0,48.0,,,,,,,,,,30.0,,43.0,,,,,,18.0,14.0,49.0,,48.0,,,,31.0,,,,31.0,,48.0,,,,,,43.0,43.0,24.0,,,49.0,,,,,,,49.0,,,,,,,,,,,,,,
60.0,80.0,31.0,110.0,50.0,31.0,39.0,50.0,40.0,47.0,40.0,31.0,59.0,53.0,39.0,31.0,50.0,40.0,,60.0,60.0,40.0,63.0,31.0,,,39.0,53.0,47.0,50.0,64.0,40.0,78.0,40.0,40.0,31.0,62.0,,48.0,58.0,43.0,62.0,40.0,59.0,,48.0,94.0,48.0,40.0,40.0,59.0,49.0,40.0,62.0,41.0,40.0,28.0,47.0,40.0,,52.0,,40.0,43.0,40.0,46.0,32.0,40.0,44.0,40.0,52.0,40.0,40.0,,40.0,54.0,0.0,40.0,47.0,83.0,40.0,57.0,40.0,59.0,40.0,57.0,31.0,48.0,51.0,13.0,48.0,40.0,68.0,14.0,49.0,45.0,54.0,35.0,35.0,47.0,40.0,44.0,57.0,31.0,81.0,50.0,31.0,44.0,40.0,48.0,45.0,40.0,62.0,40.0,50.0,31.0,50.0,45.0,59.0,40.0,40.0,43.0,45.0,40.0,49.0,43.0,60.0,40.0,40.0,31.0,31.0,50.0,40.0,40.0,40.0,51.0,40.0,98.0,40.0,40.0,159.0,40.0,60.0,39.0,58.0,40.0,35.0,35.0,57.0,,57.0,31.0,138.0,50.0,,40.0
,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,114.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
45.0,80.0,16.0,109.0,21.0,16.0,44.0,21.0,25.0,8.0,25.0,16.0,44.0,34.0,30.0,16.0,33.0,25.0,,27.0,45.0,25.0,48.0,16.0,,,24.0,32.0,26.0,11.0,49.0,25.0,73.0,25.0,25.0,16.0,49.0,,21.0,45.0,26.0,49.0,25.0,44.0,,,104.0,30.0,25.0,25.0,44.0,21.0,25.0,47.0,26.0,25.0,,25.0,25.0,,21.0,,45.0,26.0,25.0,26.0,17.0,25.0,25.0,25.0,23.0,25.0,25.0,,25.0,35.0,,25.0,0.0,84.0,25.0,42.0,25.0,44.0,25.0,42.0,16.0,25.0,,,26.0,25.0,63.0,,18.0,26.0,23.0,20.0,26.0,4.0,25.0,25.0,42.0,16.0,87.0,21.0,,25.0,25.0,26.0,26.0,25.0,47.0,25.0,24.0,16.0,19.0,26.0,44.0,25.0,25.0,26.0,26.0,25.0,18.0,26.0,45.0,25.0,25.0,16.0,16.0,21.0,25.0,25.0,25.0,22.0,25.0,98.0,25.0,25.0,168.0,25.0,46.0,30.0,25.0,25.0,20.0,40.0,38.0,,42.0,16.0,140.0,21.0,,25.0
,56.0,,54.0,81.0,,,81.0,95.0,,,93.0,,,,93.0,,96.0,,,,96.0,,,,,94.0,72.0,,,,95.0,,,95.0,,,,82.0,,86.0,,96.0,,,,41.0,76.0,96.0,90.0,,,,,,95.0,,75.0,,,,,,,,,92.0,96.0,,,81.0,95.0,96.0,,96.0,72.0,,95.0,,0.0,95.0,,95.0,,,69.0,93.0,,,,78.0,95.0,,,,,,,,,,86.0,,93.0,32.0,,,,,78.0,79.0,96.0,,95.0,,,,85.0,,,,86.0,,95.0,,,,,,93.0,93.0,83.0,,,96.0,,,,,,34.0,96.0,63.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,114.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
,83.0,28.0,113.0,25.0,28.0,,25.0,17.0,,17.0,28.0,,36.0,,28.0,34.0,17.0,,,,17.0,,28.0,,,18.0,34.0,26.0,,,17.0,72.0,17.0,17.0,28.0,,,25.0,47.0,18.0,,17.0,,,,103.0,32.0,17.0,19.0,,25.0,17.0,,16.0,17.0,,29.0,17.0,,,,,18.0,17.0,30.0,27.0,17.0,19.0,17.0,23.0,17.0,17.0,,17.0,35.0,,17.0,,88.0,17.0,0.0,17.0,,17.0,41.0,28.0,28.0,,,29.0,17.0,66.0,,,27.0,,24.0,,,17.0,19.0,,28.0,91.0,27.0,,18.0,17.0,27.0,27.0,17.0,,17.0,24.0,28.0,,19.0,,17.0,17.0,18.0,21.0,17.0,,18.0,,17.0,17.0,28.0,28.0,27.0,17.0,17.0,17.0,24.0,17.0,101.0,17.0,17.0,170.0,17.0,50.0,,,17.0,23.0,,38.0,,,28.0,145.0,25.0,,17.0
,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,114.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
